PI	sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss	Race	Abs_genetic_load
PI564163	PI564163_PI564163	-149478.751333199	15416	25%	-3.4990234	Chr01	miss50	Durra	149478.751333199
PI564163	PI564163_PI564163	-72970.0805108998	6138	10%	-5.1816406	Chr01	miss50	Durra	72970.0805108998
PI564163	PI564163_PI564163	-39817.2766072	3053	5%	-5.9814453	Chr01	miss50	Durra	39817.2766072
PI564163	PI564163_PI564163	-8924.0466247	584	1%	-7.209961	Chr01	miss50	Durra	8924.0466247
PI564163	PI564163_PI564163	-84453.3755418001	9250	25%	-3.3007812	Chr02	miss50	Durra	84453.3755418001
PI564163	PI564163_PI564163	-38579.8424116999	3358	10%	-4.9757812	Chr02	miss50	Durra	38579.8424116999
PI564163	PI564163_PI564163	-20643.6058349	1616	5%	-5.8046875	Chr02	miss50	Durra	20643.6058349
PI564163	PI564163_PI564163	-4777.19092	314	1%	-7.1015625	Chr02	miss50	Durra	4777.19092
PI564163	PI564163_PI564163	-73765.0798526998	8249	25%	-3.1981201	Chr03	miss50	Durra	73765.0798526998
PI564163	PI564163_PI564163	-34196.4237076	3018	10%	-4.8928223	Chr03	miss50	Durra	34196.4237076
PI564163	PI564163_PI564163	-19100.3487551	1527	5%	-5.73617855	Chr03	miss50	Durra	19100.3487551
PI564163	PI564163_PI564163	-4278.2377985	292	1%	-7.045371144	Chr03	miss50	Durra	4278.2377985
PI564163	PI564163_PI564163	-203348.7765585	19849	25%	-3.8300781	Chr04	miss50	Durra	203348.7765585
PI564163	PI564163_PI564163	-96498.2882059998	7856	10%	-5.4033203	Chr04	miss50	Durra	96498.2882059998
PI564163	PI564163_PI564163	-52249.183964	3909	5%	-6.12265628	Chr04	miss50	Durra	52249.183964
PI564163	PI564163_PI564163	-11499.0358928	741	1%	-7.2910156	Chr04	miss50	Durra	11499.0358928
PI564163	PI564163_PI564163	-116334.7299239	11854	25%	-3.6359863	Chr05	miss50	Durra	116334.7299239
PI564163	PI564163_PI564163	-55154.7633521	4613	10%	-5.276367	Chr05	miss50	Durra	55154.7633521
PI564163	PI564163_PI564163	-29590.5758572	2251	5%	-6.041992	Chr05	miss50	Durra	29590.5758572
PI564163	PI564163_PI564163	-6216.8525265	403	1%	-7.2558594	Chr05	miss50	Durra	6216.8525265
PI564163	PI564163_PI564163	-35079.1797442	3848	25%	-3.9614258	Chr06	miss50	Durra	35079.1797442
PI564163	PI564163_PI564163	-14568.8286355	1335	10%	-5.501953	Chr06	miss50	Durra	14568.8286355
PI564163	PI564163_PI564163	-7743.2993103	645	5%	-6.201172	Chr06	miss50	Durra	7743.2993103
PI564163	PI564163_PI564163	-1958.418458	139	1%	-7.3916016	Chr06	miss50	Durra	1958.418458
PI564163	PI564163_PI564163	-38887.1982598001	4196	25%	-3.703674325	Chr07	miss50	Durra	38887.1982598001
PI564163	PI564163_PI564163	-17666.996447	1566	10%	-5.3376465	Chr07	miss50	Durra	17666.996447
PI564163	PI564163_PI564163	-9709.63707600001	787	5%	-6.0955322	Chr07	miss50	Durra	9709.63707600001
PI564163	PI564163_PI564163	-2534.5605439	182	1%	-7.3183594	Chr07	miss50	Durra	2534.5605439
PI564163	PI564163_PI564163	-118063.372993	11532	25%	-3.9101562	Chr08	miss50	Durra	118063.372993
PI564163	PI564163_PI564163	-54983.7759995	4495	10%	-5.44519045	Chr08	miss50	Durra	54983.7759995
PI564163	PI564163_PI564163	-29106.4771749	2185	5%	-6.154297	Chr08	miss50	Durra	29106.4771749
PI564163	PI564163_PI564163	-6035.2963838	392	1%	-7.34375	Chr08	miss50	Durra	6035.2963838
PI564163	PI564163_PI564163	-143972.1177431	14420	25%	-3.75	Chr09	miss50	Durra	143972.1177431
PI564163	PI564163_PI564163	-70372.9947412001	5894	10%	-5.33116459	Chr09	miss50	Durra	70372.9947412001
PI564163	PI564163_PI564163	-37926.3867269999	2925	5%	-6.0703125	Chr09	miss50	Durra	37926.3867269999
PI564163	PI564163_PI564163	-8472.0459053	566	1%	-7.2578125	Chr09	miss50	Durra	8472.0459053
PI564163	PI564163_PI564163	-157412.478538	15500	25%	-3.803711	Chr10	miss50	Durra	157412.478538
PI564163	PI564163_PI564163	-74115.1084312001	6080	10%	-5.375	Chr10	miss50	Durra	74115.1084312001
PI564163	PI564163_PI564163	-39543.4951785	2984	5%	-6.1035156	Chr10	miss50	Durra	39543.4951785
PI564163	PI564163_PI564163	-8303.7480525	539	1%	-7.2773438	Chr10	miss50	Durra	8303.7480525
PI564164	PI564164_PI564164	-184262.8029113	20374	25%	-3.4990234	Chr01	miss50	Bicolor	184262.8029113
PI564164	PI564164_PI564164	-90500.0788317001	8200	10%	-5.1816406	Chr01	miss50	Bicolor	90500.0788317001
PI564164	PI564164_PI564164	-49225.2190012	4076	5%	-5.9814453	Chr01	miss50	Bicolor	49225.2190012
PI564164	PI564164_PI564164	-11438.856435	814	1%	-7.209961	Chr01	miss50	Bicolor	11438.856435
PI564164	PI564164_PI564164	-211195.4173528	24166	25%	-3.3007812	Chr02	miss50	Bicolor	211195.4173528
PI564164	PI564164_PI564164	-107081.9928646	9983	10%	-4.9757812	Chr02	miss50	Bicolor	107081.9928646
PI564164	PI564164_PI564164	-58927.813011	5012	5%	-5.8046875	Chr02	miss50	Bicolor	58927.813011
PI564164	PI564164_PI564164	-13482.9697838	986	1%	-7.1015625	Chr02	miss50	Bicolor	13482.9697838
PI564164	PI564164_PI564164	-208907.307287401	24511	25%	-3.1981201	Chr03	miss50	Bicolor	208907.307287401
PI564164	PI564164_PI564164	-109059.3936871	10413	10%	-4.8928223	Chr03	miss50	Bicolor	109059.3936871
PI564164	PI564164_PI564164	-60835.6085901001	5266	5%	-5.73617855	Chr03	miss50	Bicolor	60835.6085901001
PI564164	PI564164_PI564164	-14239.8160433	1058	1%	-7.045371144	Chr03	miss50	Bicolor	14239.8160433
PI564164	PI564164_PI564164	-182253.9532567	19823	25%	-3.8300781	Chr04	miss50	Bicolor	182253.9532567
PI564164	PI564164_PI564164	-87532.8167208002	7991	10%	-5.4033203	Chr04	miss50	Bicolor	87532.8167208002
PI564164	PI564164_PI564164	-47375.3696406	4007	5%	-6.12265628	Chr04	miss50	Bicolor	47375.3696406
PI564164	PI564164_PI564164	-11091.4694902	819	1%	-7.2910156	Chr04	miss50	Bicolor	11091.4694902
PI564164	PI564164_PI564164	-119754.9023911	12393	25%	-3.6359863	Chr05	miss50	Bicolor	119754.9023911
PI564164	PI564164_PI564164	-56846.6874089	4819	10%	-5.276367	Chr05	miss50	Bicolor	56846.6874089
PI564164	PI564164_PI564164	-30426.3176244	2350	5%	-6.041992	Chr05	miss50	Bicolor	30426.3176244
PI564164	PI564164_PI564164	-6902.4755766	463	1%	-7.2558594	Chr05	miss50	Bicolor	6902.4755766
PI564164	PI564164_PI564164	-31682.5288069	3379	25%	-3.9614258	Chr06	miss50	Bicolor	31682.5288069
PI564164	PI564164_PI564164	-12270.6180412	1075	10%	-5.501953	Chr06	miss50	Bicolor	12270.6180412
PI564164	PI564164_PI564164	-6421.4812022	520	5%	-6.201172	Chr06	miss50	Bicolor	6421.4812022
PI564164	PI564164_PI564164	-1704.4621592	123	1%	-7.3916016	Chr06	miss50	Bicolor	1704.4621592
PI564164	PI564164_PI564164	-185661.480963699	20771	25%	-3.703674325	Chr07	miss50	Bicolor	185661.480963699
PI564164	PI564164_PI564164	-91213.0631195999	8481	10%	-5.3376465	Chr07	miss50	Bicolor	91213.0631195999
PI564164	PI564164_PI564164	-49093.7233231999	4209	5%	-6.0955322	Chr07	miss50	Bicolor	49093.7233231999
PI564164	PI564164_PI564164	-11057.4783972	829	1%	-7.3183594	Chr07	miss50	Bicolor	11057.4783972
PI564164	PI564164_PI564164	-140762.9294649	15174	25%	-3.9101562	Chr08	miss50	Bicolor	140762.9294649
PI564164	PI564164_PI564164	-66344.721996	6037	10%	-5.44519045	Chr08	miss50	Bicolor	66344.721996
PI564164	PI564164_PI564164	-36269.0387034	3048	5%	-6.154297	Chr08	miss50	Bicolor	36269.0387034
PI564164	PI564164_PI564164	-8658.6357416	627	1%	-7.34375	Chr08	miss50	Bicolor	8658.6357416
PI564164	PI564164_PI564164	-133649.6903025	13894	25%	-3.75	Chr09	miss50	Bicolor	133649.6903025
PI564164	PI564164_PI564164	-64833.8691756	5606	10%	-5.33116459	Chr09	miss50	Bicolor	64833.8691756
PI564164	PI564164_PI564164	-34871.6780962	2764	5%	-6.0703125	Chr09	miss50	Bicolor	34871.6780962
PI564164	PI564164_PI564164	-8021.5917909	552	1%	-7.2578125	Chr09	miss50	Bicolor	8021.5917909
PI564164	PI564164_PI564164	-161711.367727399	16828	25%	-3.803711	Chr10	miss50	Bicolor	161711.367727399
PI564164	PI564164_PI564164	-76615.3504526	6659	10%	-5.375	Chr10	miss50	Bicolor	76615.3504526
PI564164	PI564164_PI564164	-40250.0717041	3214	5%	-6.1035156	Chr10	miss50	Bicolor	40250.0717041
PI564164	PI564164_PI564164	-8616.6733379	598	1%	-7.2773438	Chr10	miss50	Bicolor	8616.6733379
PI564165	PI564165_PI564165	-196184.192738699	20215	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	196184.192738699
PI564165	PI564165_PI564165	-96289.0533145002	8110	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	96289.0533145002
PI564165	PI564165_PI564165	-52739.8263580001	4057	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	52739.8263580001
PI564165	PI564165_PI564165	-12432.569321	826	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	12432.569321
PI564165	PI564165_PI564165	-223368.7265687	23594	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	223368.7265687
PI564165	PI564165_PI564165	-113803.2498071	9774	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	113803.2498071
PI564165	PI564165_PI564165	-62913.504094	4906	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	62913.504094
PI564165	PI564165_PI564165	-14428.0382015	962	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	14428.0382015
PI564165	PI564165_PI564165	-224199.578022401	24019	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	224199.578022401
PI564165	PI564165_PI564165	-117575.5474016	10254	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	117575.5474016
PI564165	PI564165_PI564165	-65672.4755355001	5188	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	65672.4755355001
PI564165	PI564165_PI564165	-15650.4654554	1065	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	15650.4654554
PI564165	PI564165_PI564165	-188953.097794801	18440	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	188953.097794801
PI564165	PI564165_PI564165	-90734.2118310001	7419	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	90734.2118310001
PI564165	PI564165_PI564165	-49325.4382457	3713	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	49325.4382457
PI564165	PI564165_PI564165	-11671.5383404	757	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11671.5383404
PI564165	PI564165_PI564165	-120895.3032751	12069	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	120895.3032751
PI564165	PI564165_PI564165	-57447.2980993	4723	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	57447.2980993
PI564165	PI564165_PI564165	-30804.458739	2316	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30804.458739
PI564165	PI564165_PI564165	-7042.0820243	459	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	7042.0820243
PI564165	PI564165_PI564165	-29050.7134246	2928	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	29050.7134246
PI564165	PI564165_PI564165	-11399.5670776	947	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	11399.5670776
PI564165	PI564165_PI564165	-5955.38256789999	453	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	5955.38256789999
PI564165	PI564165_PI564165	-1486.5869142	99	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1486.5869142
PI564165	PI564165_PI564165	-201776.2196303	20378	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	201776.2196303
PI564165	PI564165_PI564165	-99086.2801815	8326	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	99086.2801815
PI564165	PI564165_PI564165	-53565.1642985	4134	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	53565.1642985
PI564165	PI564165_PI564165	-12228.1706545	818	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	12228.1706545
PI564165	PI564165_PI564165	-158123.0827434	15253	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	158123.0827434
PI564165	PI564165_PI564165	-76887.049674	6260	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	76887.049674
PI564165	PI564165_PI564165	-42127.5838574	3149	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	42127.5838574
PI564165	PI564165_PI564165	-10351.6752845	672	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	10351.6752845
PI564165	PI564165_PI564165	-135141.7635564	13225	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	135141.7635564
PI564165	PI564165_PI564165	-65287.407685	5318	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	65287.407685
PI564165	PI564165_PI564165	-35081.2300954	2618	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	35081.2300954
PI564165	PI564165_PI564165	-8113.1689409	525	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	8113.1689409
PI564165	PI564165_PI564165	-162809.3126076	15783	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	162809.3126076
PI564165	PI564165_PI564165	-76757.7449976001	6215	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	76757.7449976001
PI564165	PI564165_PI564165	-40570.8912963	3019	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	40570.8912963
PI564165	PI564165_PI564165	-8623.4034448	555	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8623.4034448
PI565121	PI565121_PI565121	-152317.986972	15433	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	152317.986972
PI565121	PI565121_PI565121	-74052.8578449	6140	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	74052.8578449
PI565121	PI565121_PI565121	-39862.3484019	3008	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	39862.3484019
PI565121	PI565121_PI565121	-9501.224608	618	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	9501.224608
PI565121	PI565121_PI565121	-77590.9977074999	8309	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	77590.9977074999
PI565121	PI565121_PI565121	-36092.6635406	3089	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	36092.6635406
PI565121	PI565121_PI565121	-19367.4801922	1500	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	19367.4801922
PI565121	PI565121_PI565121	-4400.5405336	286	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	4400.5405336
PI565121	PI565121_PI565121	-73804.0644508001	7974	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	73804.0644508001
PI565121	PI565121_PI565121	-34298.3285477	2927	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	34298.3285477
PI565121	PI565121_PI565121	-19107.7501227	1474	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	19107.7501227
PI565121	PI565121_PI565121	-4583.0249057	304	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4583.0249057
PI565121	PI565121_PI565121	-184982.3642399	17750	25%	-3.8300781	Chr04	miss50	Milo/Durra-Bicolor	184982.3642399
PI565121	PI565121_PI565121	-89675.1736849002	7210	10%	-5.4033203	Chr04	miss50	Milo/Durra-Bicolor	89675.1736849002
PI565121	PI565121_PI565121	-48306.2929817	3566	5%	-6.12265628	Chr04	miss50	Milo/Durra-Bicolor	48306.2929817
PI565121	PI565121_PI565121	-11534.2775936	735	1%	-7.2910156	Chr04	miss50	Milo/Durra-Bicolor	11534.2775936
PI565121	PI565121_PI565121	-118545.0607128	11724	25%	-3.6359863	Chr05	miss50	Milo/Durra-Bicolor	118545.0607128
PI565121	PI565121_PI565121	-56385.8409418	4599	10%	-5.276367	Chr05	miss50	Milo/Durra-Bicolor	56385.8409418
PI565121	PI565121_PI565121	-30301.5255101	2259	5%	-6.041992	Chr05	miss50	Milo/Durra-Bicolor	30301.5255101
PI565121	PI565121_PI565121	-6650.2665919	426	1%	-7.2558594	Chr05	miss50	Milo/Durra-Bicolor	6650.2665919
PI565121	PI565121_PI565121	-26275.4630829	2585	25%	-3.9614258	Chr06	miss50	Milo/Durra-Bicolor	26275.4630829
PI565121	PI565121_PI565121	-9959.364558	801	10%	-5.501953	Chr06	miss50	Milo/Durra-Bicolor	9959.364558
PI565121	PI565121_PI565121	-5158.4389601	382	5%	-6.201172	Chr06	miss50	Milo/Durra-Bicolor	5158.4389601
PI565121	PI565121_PI565121	-1202.8247031	78	1%	-7.3916016	Chr06	miss50	Milo/Durra-Bicolor	1202.8247031
PI565121	PI565121_PI565121	-45793.3907888	4568	25%	-3.703674325	Chr07	miss50	Milo/Durra-Bicolor	45793.3907888
PI565121	PI565121_PI565121	-20841.6915302	1704	10%	-5.3376465	Chr07	miss50	Milo/Durra-Bicolor	20841.6915302
PI565121	PI565121_PI565121	-11109.9897495	826	5%	-6.0955322	Chr07	miss50	Milo/Durra-Bicolor	11109.9897495
PI565121	PI565121_PI565121	-2727.6064466	177	1%	-7.3183594	Chr07	miss50	Milo/Durra-Bicolor	2727.6064466
PI565121	PI565121_PI565121	-159870.3880158	15217	25%	-3.9101562	Chr08	miss50	Milo/Durra-Bicolor	159870.3880158
PI565121	PI565121_PI565121	-77400.9027027	6208	10%	-5.44519045	Chr08	miss50	Milo/Durra-Bicolor	77400.9027027
PI565121	PI565121_PI565121	-42217.7235055	3105	5%	-6.154297	Chr08	miss50	Milo/Durra-Bicolor	42217.7235055
PI565121	PI565121_PI565121	-10100.5068253	645	1%	-7.34375	Chr08	miss50	Milo/Durra-Bicolor	10100.5068253
PI565121	PI565121_PI565121	-147733.73969	14281	25%	-3.75	Chr09	miss50	Milo/Durra-Bicolor	147733.73969
PI565121	PI565121_PI565121	-71789.1963792	5785	10%	-5.33116459	Chr09	miss50	Milo/Durra-Bicolor	71789.1963792
PI565121	PI565121_PI565121	-38520.6025320999	2842	5%	-6.0703125	Chr09	miss50	Milo/Durra-Bicolor	38520.6025320999
PI565121	PI565121_PI565121	-9001.9355456	575	1%	-7.2578125	Chr09	miss50	Milo/Durra-Bicolor	9001.9355456
PI565121	PI565121_PI565121	-158851.1700574	15301	25%	-3.803711	Chr10	miss50	Milo/Durra-Bicolor	158851.1700574
PI565121	PI565121_PI565121	-74418.1474683001	5977	10%	-5.375	Chr10	miss50	Milo/Durra-Bicolor	74418.1474683001
PI565121	PI565121_PI565121	-39384.5255782	2907	5%	-6.1035156	Chr10	miss50	Milo/Durra-Bicolor	39384.5255782
PI565121	PI565121_PI565121	-8293.6987321	529	1%	-7.2773438	Chr10	miss50	Milo/Durra-Bicolor	8293.6987321
PI566819	PI566819_PI566819	-153471.0813045	15738	25%	-3.4990234	Chr01	miss50	Durra	153471.0813045
PI566819	PI566819_PI566819	-73701.9797684999	6147	10%	-5.1816406	Chr01	miss50	Durra	73701.9797684999
PI566819	PI566819_PI566819	-40141.1242733	3053	5%	-5.9814453	Chr01	miss50	Durra	40141.1242733
PI566819	PI566819_PI566819	-8870.5095185	577	1%	-7.209961	Chr01	miss50	Durra	8870.5095185
PI566819	PI566819_PI566819	-84983.0221555	9262	25%	-3.3007812	Chr02	miss50	Durra	84983.0221555
PI566819	PI566819_PI566819	-38273.8289212	3310	10%	-4.9757812	Chr02	miss50	Durra	38273.8289212
PI566819	PI566819_PI566819	-20848.9016119	1626	5%	-5.8046875	Chr02	miss50	Durra	20848.9016119
PI566819	PI566819_PI566819	-4788.2817351	318	1%	-7.1015625	Chr02	miss50	Durra	4788.2817351
PI566819	PI566819_PI566819	-66296.7297590999	7547	25%	-3.1981201	Chr03	miss50	Durra	66296.7297590999
PI566819	PI566819_PI566819	-29328.7853359	2628	10%	-4.8928223	Chr03	miss50	Durra	29328.7853359
PI566819	PI566819_PI566819	-15393.2487782	1240	5%	-5.73617855	Chr03	miss50	Durra	15393.2487782
PI566819	PI566819_PI566819	-3633.7031283	250	1%	-7.045371144	Chr03	miss50	Durra	3633.7031283
PI566819	PI566819_PI566819	-202735.963060101	19784	25%	-3.8300781	Chr04	miss50	Durra	202735.963060101
PI566819	PI566819_PI566819	-96962.4688468001	7889	10%	-5.4033203	Chr04	miss50	Durra	96962.4688468001
PI566819	PI566819_PI566819	-52829.0510959001	3948	5%	-6.12265628	Chr04	miss50	Durra	52829.0510959001
PI566819	PI566819_PI566819	-12319.287598	801	1%	-7.2910156	Chr04	miss50	Durra	12319.287598
PI566819	PI566819_PI566819	-273673.977013801	28209	25%	-3.6359863	Chr05	miss50	Durra	273673.977013801
PI566819	PI566819_PI566819	-135685.3229099	11643	10%	-5.276367	Chr05	miss50	Durra	135685.3229099
PI566819	PI566819_PI566819	-74079.4462234001	5861	5%	-6.041992	Chr05	miss50	Durra	74079.4462234001
PI566819	PI566819_PI566819	-16902.0361222	1165	1%	-7.2558594	Chr05	miss50	Durra	16902.0361222
PI566819	PI566819_PI566819	-34916.0503474	3530	25%	-3.9614258	Chr06	miss50	Durra	34916.0503474
PI566819	PI566819_PI566819	-14086.9763498	1169	10%	-5.501953	Chr06	miss50	Durra	14086.9763498
PI566819	PI566819_PI566819	-7757.19262569999	590	5%	-6.201172	Chr06	miss50	Durra	7757.19262569999
PI566819	PI566819_PI566819	-2043.0151447	135	1%	-7.3916016	Chr06	miss50	Durra	2043.0151447
PI566819	PI566819_PI566819	-29686.880912	3032	25%	-3.703674325	Chr07	miss50	Durra	29686.880912
PI566819	PI566819_PI566819	-12722.2578054	1046	10%	-5.3376465	Chr07	miss50	Durra	12722.2578054
PI566819	PI566819_PI566819	-6850.11693570001	509	5%	-6.0955322	Chr07	miss50	Durra	6850.11693570001
PI566819	PI566819_PI566819	-1865.7275335	120	1%	-7.3183594	Chr07	miss50	Durra	1865.7275335
PI566819	PI566819_PI566819	-117628.8668053	11321	25%	-3.9101562	Chr08	miss50	Durra	117628.8668053
PI566819	PI566819_PI566819	-54739.2089924	4414	10%	-5.44519045	Chr08	miss50	Durra	54739.2089924
PI566819	PI566819_PI566819	-29384.8111641	2179	5%	-6.154297	Chr08	miss50	Durra	29384.8111641
PI566819	PI566819_PI566819	-6058.2592743	386	1%	-7.34375	Chr08	miss50	Durra	6058.2592743
PI566819	PI566819_PI566819	-154200.7548488	15427	25%	-3.75	Chr09	miss50	Durra	154200.7548488
PI566819	PI566819_PI566819	-75429.1221143999	6308	10%	-5.33116459	Chr09	miss50	Durra	75429.1221143999
PI566819	PI566819_PI566819	-40988.9779623999	3140	5%	-6.0703125	Chr09	miss50	Durra	40988.9779623999
PI566819	PI566819_PI566819	-9140.0478503	614	1%	-7.2578125	Chr09	miss50	Durra	9140.0478503
PI566819	PI566819_PI566819	-160431.4737375	15562	25%	-3.803711	Chr10	miss50	Durra	160431.4737375
PI566819	PI566819_PI566819	-75539.6027212001	6121	10%	-5.375	Chr10	miss50	Durra	75539.6027212001
PI566819	PI566819_PI566819	-40089.8676131	2984	5%	-6.1035156	Chr10	miss50	Durra	40089.8676131
PI566819	PI566819_PI566819	-8428.27075880001	544	1%	-7.2773438	Chr10	miss50	Durra	8428.27075880001
PI576130	PI576130_PI576130	-182138.223859	18624	25%	-3.4990234	Chr01	miss50	Milo/Durra-Bicolor	182138.223859
PI576130	PI576130_PI576130	-89220.8965585001	7494	10%	-5.1816406	Chr01	miss50	Milo/Durra-Bicolor	89220.8965585001
PI576130	PI576130_PI576130	-48192.2152733001	3699	5%	-5.9814453	Chr01	miss50	Milo/Durra-Bicolor	48192.2152733001
PI576130	PI576130_PI576130	-10997.5062295	727	1%	-7.209961	Chr01	miss50	Milo/Durra-Bicolor	10997.5062295
PI576130	PI576130_PI576130	-173854.8937119	18222	25%	-3.3007812	Chr02	miss50	Milo/Durra-Bicolor	173854.8937119
PI576130	PI576130_PI576130	-87967.3938336	7501	10%	-4.9757812	Chr02	miss50	Milo/Durra-Bicolor	87967.3938336
PI576130	PI576130_PI576130	-47926.5295736	3707	5%	-5.8046875	Chr02	miss50	Milo/Durra-Bicolor	47926.5295736
PI576130	PI576130_PI576130	-11059.3077331	728	1%	-7.1015625	Chr02	miss50	Milo/Durra-Bicolor	11059.3077331
PI576130	PI576130_PI576130	-75667.6821243001	8219	25%	-3.1981201	Chr03	miss50	Milo/Durra-Bicolor	75667.6821243001
PI576130	PI576130_PI576130	-35004.9163171	3005	10%	-4.8928223	Chr03	miss50	Milo/Durra-Bicolor	35004.9163171
PI576130	PI576130_PI576130	-19516.8593756	1515	5%	-5.73617855	Chr03	miss50	Milo/Durra-Bicolor	19516.8593756
PI576130	PI576130_PI576130	-4612.1938498	301	1%	-7.045371144	Chr03	miss50	Milo/Durra-Bicolor	4612.1938498
